,count,hate_speech,offensive_language,neither,class,tweet
4895,3,0,3,0,1,@StephyRae7 No I'm pimping out you and those guys at the park playing bitch volleyball. #HairyChestsDoee
4896,3,1,2,0,1,@StephyRae7 Will NEVER happen faggot. Got complemented on it today at golf by @GabrielaAngela4 several times. ;)
4897,3,3,0,0,0,@StephyRae7 faggot.
4898,3,0,3,0,1,@StephyRae7 hii fag. :)
4899,3,2,1,0,0,@StephyRae7 is the biggest faggot in the world
4900,3,0,2,1,1,@StephyRae7 where have you been hoe
4901,3,2,1,0,0,"@Sterm26 @RealJamesWoods Just like when I call someone a nigger! It's not because they're black, it's about how they act. LIKE A NIGGER!"
4902,3,0,3,0,1,"@SteveMartinToGo careful, they might try to queer ya!"
4903,3,1,2,0,1,@SteveStockmanTX @toddstarnes oh I see. Part of a giant govt take over eh. Stockboy you are a joke of a representative. #dumb teabagger
4904,3,0,3,0,1,@SteveStockmanTX bullshit..i guess the poor have all the money..tax money movers at same rate as working people..you teabaggers are traitors
4905,3,0,3,0,1,@SteveStockmanTX didnt you propose the brilliant idea of college students packing heat? You are a savant! #dumbass teabaggers
4906,3,3,0,0,0,@SteveStockmanTX hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it. They love stupid people
4907,3,0,3,0,1,@SteveStockmanTX hey turd cutter...stop tweeting juvenile shit and DO YOUR JOB....#idiot teabagger
4908,3,1,2,0,1,@SteveStockmanTX stockboy U should talk. U tweet lies and childish shit about Obama.youre very unqualified. You only appeal to dumb rednecks
4909,3,0,2,1,1,@SteveStockmanTX you teabagger dunces want to eliminate education all together so you can groom more teabag voters. Lol.#thedumbestteabagger
4910,3,0,3,0,1,@SteveWorks4You ...you are a lazy redneck. Get back to work governing. Stay off twitter with your lying bullshit....#stockmantheliar
4911,3,0,2,1,1,@SteveWorks4You ..how much knob do you gobble in one day? Youre in over your head. What a blockhead you are.
4912,3,0,0,3,2,@SteveWorks4You ..its all about you and white conservative teabaggers. You all make the world go round. Please be our rulers.....stockboy
4913,3,0,1,2,2,@SteveWorks4You @teaparty ...anti American Republicans and teabaggers stop forcing ur religion on the rest of us. Stockman u dont pray.liar
4914,3,0,3,0,1,@SteveWorks4You @tedcruz ted cruz..leader..lol lol lol lol lol OMG lol lol lol lol lol you are a funny ass redneck...lol lol lol lol #lol
4915,3,0,3,0,1,@SteveWorks4You Friggin Red State pussy Republican. The parent too!&#8594;&#8594;&#8594;&#8594;&#8594;&#9733;
4916,3,1,2,0,1,@SteveWorks4You Golly Wompers and Dad Gum Son You lyin cheatin scoundrels fucking did it! Man up and own it ya chicken shit pussy Republican
4917,3,0,0,3,2,@SteveWorks4You Stockboy...everyone mocks you.
4918,3,1,2,0,1,@SteveWorks4You bush took 3 times as many vacations.. republican teabaggers are pusses....wah
4919,3,0,1,2,2,@SteveWorks4You pay your taxes teabaggers
4920,3,1,0,2,2,@SteveWorks4You you havent evolved as a human being. Typical meathead redneck. I pity you. You dont know what freedom is about......
4921,3,0,0,3,2,"@Steve_wojtkiw @EmmaLouisaSuttl Wise decision,this Alfie must be a right mong."
4922,3,0,3,0,1,@StevenLevandows tf? get me on that bitch stat
4923,3,2,1,0,0,@Steven_ratata bye youre a queer
4924,3,0,3,0,1,@Steven_ratata my boots get me bitches so
4925,3,0,3,0,1,@Stillmatic_12 @mike_ray7 what a retard
4927,3,0,3,0,1,"@Stonisnipezz all he ever does is fav, fuckin cunt"
4928,3,0,3,0,1,@Stonisnipezz people bitch because they lose an hour of sleep today but it evens out and we get more daylight
4929,3,2,1,0,0,@Stonisnipezz this is a joke right? You're on here like ugh I wish I was a jap and tweeting in gook and shit and jerkin to hentai.
4930,3,0,1,2,2,@Strangleme Looks like a less-squinty-eyed @mikelreparaz to me. Hmm...
4931,3,1,0,2,2,"@Strangleme Your mother looks like a tough-as-nails bird...I see where you got 1/2 of that from. Nice food, too!"
4932,3,0,3,0,1,@StriveForLight Report me for what bitch? You need to read the Twitter rules and guidelines. This ain't Facebook cunt.
4933,3,0,3,0,1,@StudlyDubly Eat my pussy!
4934,3,0,0,3,2,@StunningStina their tortillas are trash though.
4935,3,0,3,0,1,@StunningVisual yes hoe. You ALWAYS had the camera!
4936,3,1,2,0,1,@Stvtch_ @IAMBJRAPS @cheffin_curry @GirlTimeUSA @LILBTHEBASEDGOD bitch you look like a shamu go back to seaword
4938,3,0,3,0,1,@SuckMyBenjamin &#128514;&#128514;dem hoes twatchin right nie dey need uh answer
4939,4,0,4,0,1,@SugarShai2 room temp cus i have sensitive bitch teeth. ( ._.)
4940,3,0,0,3,2,@SugarShai2 youtube bear vs monkey bike race!
4941,3,1,2,0,1,@SunkissedSexii bitch trying to turn this shit like Facebook
4942,3,0,0,3,2,@SunyHD abouta get him some crayons and animal crackers after 8:30pm &#128514;&#128514;
4943,3,0,3,0,1,@SuperDickRikki I'm highly upset dat des bitches tryanna clown me on a media sight bitch I ain't going
4944,3,0,3,0,1,"@SuperheroReport ""I'm going to show these bitches how it's done."" http://t.co/RF5dTVQWI6"
4945,3,0,0,3,2,@SusanneWhite they're so goooood. I just want like a savoury salty cheesy cracker
4946,3,0,3,0,1,@Swaggyb20 Johans a free agent harveys hurt you retard. and its valverde* #ignorance
4947,3,1,2,0,1,@SwagishSternes yea I listen to that hoe when I wake up
4948,3,0,3,0,1,"@Swagner_813 come see me. anyone named ""swagner"" is obviously a pussy"
4949,3,0,3,0,1,@Swagner_813 thanks ya fucking hoser
4950,3,0,1,2,2,"@Swamper60 ""Happy Happy Helloween, Helloween whoa oh whoa ho"" @helloweenorg http://t.co/Tw0jeExqTy"
4951,6,0,0,6,2,@Swanny_9 where are the birds at? Wasn't it Port where birds were all over?
4952,3,2,1,0,0,@SweetKixx u see a lame in that pic ofmine due to your infatuation with niggers. Im Hebrew i fite the children of satan in the streets
4953,3,0,2,1,1,@Swishas_Erbs No bitch Linda over KOD
4954,3,2,1,0,0,@SydneeSmalling fuck Miley tranny looking now damn ass nigga
4955,3,0,3,0,1,@SydneySantana_ say that hoe has sparked a many a blunt since you left it
4956,3,0,3,0,1,@SylviaObell girl that's all these hos need they don't care &#128514;
4957,3,0,3,0,1,@TB12FAN that's what I thought pussy
4958,3,0,0,3,2,@TG_Hawks #yellow &#127773;
4959,3,0,3,0,1,@THEDINGOJOHNSON @KillAll_Simps no ur the blind bitch. Dude in the video is way skinnier.
4960,3,0,0,3,2,@THEHermanCain @redskins I'm not a liberal &amp; I support changing the name. It transcends standard political grandstanding.
4961,3,1,0,2,2,@THEHermanCain then send this one to your teabagger friends https://t.co/hsADkzcAIn and watch their heads explode
4962,3,3,0,0,0,@THERACISTDOCTOR One less little nigger that would grow up into a big nigger.
4963,6,0,6,0,1,@THEalexflores10 bitch answer my calls
4964,3,0,3,0,1,@THEdrewm3 bitch smd
4965,3,0,0,3,2,@THYGOAT @ItsVinnyDoe_ those crackers will leave you parched asf
4966,6,0,0,6,2,@TMZ @britneyspears mickey mouse ears hat....and tail for that matter.
4967,3,0,0,3,2,"@TMark617 feel same way about New England Patriots &amp; New York Yankees. But unlike u, I've worked in Boston &amp; NYC. Texas prison is upgrade"
4968,3,0,1,2,2,@TNKidsFoodPorn @Oreo ..............&#128530;
4969,3,1,0,2,2,@TOBINSUPREME so trash
4970,6,0,2,4,2,@TODDIE_soPLAYER well since you is blood you get a G pass but only this time and I won't tell wop about that lyric situation
4971,3,0,3,0,1,@TOnycranshaw22 that bitch bouta be ZOOTED
4972,3,0,3,0,1,@TRUESMOKERYFB im coolin you know me same ole shit different day my nig
4973,3,0,3,0,1,@TRob_waddUP @Jordan__Grimes @_TurnDownDre @kushdaddycorr lmao pussy
4974,3,0,3,0,1,@TRob_waddUP let's go right now bitch and i knocked you last time let's fight right now
4975,3,0,0,3,2,@TTUKingsbury morphing into Charlie Weis will never cease to be disturbing.
4976,6,1,5,0,1,@T_FLYE he killed that hoe though
4977,6,0,6,0,1,@T_FLYE lmaoooo I know Taylor in Brazil eating that overseas pussy
4978,3,1,2,0,1,@T_FLYE lmaooooo bro you still got that shit you are a hoe we boxing when you come back nigga
4979,3,0,3,0,1,@T_FLYE you a hoe for that I'm rolling &#128514;&#128514;&#128514;&#128514;&#128514;
4980,6,1,4,1,1,@T_FLYE you got some more hoe
4981,3,0,2,1,1,@T_Kelllz not only that.. after he pushed him he stepped back lolol. That was some pussy shit
4982,3,0,3,0,1,"@Tabather_S So was I cunt, welcome to twitter"
4983,3,0,3,0,1,"@Tae_Rhodes @thereal_2raw you gay, Gabrielle bad as fuck. Even though the other bitch bad you can't cheat on a dime..foh lol"
4984,3,0,3,0,1,"@TakingBackSunda @NYCGreenfield @lsarsour that's not how you resist, you worthless retard. Do you need a dictionary?"
4986,3,0,2,1,1,@Tamela_X But a wannabe ghetto white girl will deal with an unaccomplished black man for more than sex.
4987,3,0,3,0,1,@Tamishaa___J I know that bitch don't going nomo
4988,3,0,3,0,1,@Tamorite @The_Greatest_10 The truth hurts nigguh.
4989,3,2,1,0,0,@Tanner_Harris_ I've been knowing fag
4990,3,0,0,3,2,"@TasogarenoRaiko If you decide to do Damara, you should make her a gladiola. We have gorgeous rust-colored ones coming up over here."
4991,3,0,3,0,1,@TasteMyGayness IDC. I can still get it. That's my pussy
4992,3,0,3,0,1,@TasteMyGayness lol imma look at a bitch ass if I wanna!!!
4993,3,0,3,0,1,@Taste_My_Lips57 Ain't say it's wrong but it's just as stupid as hoes showing up to get attention from dudes.No one is bigger than the game.
4994,3,0,3,0,1,"@Taste_My_Lips57 she like ""imma stop talking to you because you vibing in them headphones"".Talk to me and come get this pussy in other words"
4995,3,0,1,2,2,@Tattoo_MyLife cuz the whole team trash
4996,3,0,3,0,1,@TayHASWAGG truuuu bitches don't have ANY respect for themselves so I'm with you on the shit talkin lol
4997,6,4,2,0,0,@Taylor_1017 faggot
4998,3,0,2,1,1,@Taylor_Simonee you have your nips pierced too ?! &#127806;&#128064;&#127806;
4999,3,0,3,0,1,@Tayscalf @protrill fuck em right in the pussy
5000,3,0,3,0,1,@Tcrawford20 he's trash
5001,3,1,2,0,1,@TeamMarlo dumb nigger
5002,3,0,0,3,2,"@TeamSky yellow in paris! Fantastic effort from #AllezWiggo and #VroomFroome..now just the last stage up for grabs #GoCav #TDF12"""
5003,3,0,3,0,1,@Teampowerstroke hoes will be hoes nothing but something guys just dispose #TruthBeTold
5004,3,0,1,2,2,"@TechN9ne why did they add your name all ghetto like that? Looks like they used label maker, lol!"
5005,3,0,3,0,1,@TedNugent Why werent you so gung ho when you got drafted instead of shitting yourself? You seem like another Repcon Chicken hawk..
5006,3,0,3,0,1,@Tee_Bizzle and im beautiful bitch
5007,6,0,4,2,1,@Tee_Bizzle hoes* are more fun
5008,9,0,9,0,1,"@Tee_Bizzle i aint shit, you aint shit...bitch we meant for eachother"
5009,3,0,3,0,1,@Tee_Bizzle nah bitch you like Pookie from new jack city
5010,9,0,9,0,1,@Tee_Bizzle shut up bitch
5011,3,0,3,0,1,@Teets6 shit trash
5012,3,0,3,0,1,@TeflonDon4200 why lil ricky stole MJ Chain and tried to flex with the bitch in his avi
5048,3,0,3,0,1,"@ThatniggaTroy need to get outta that bitch, meridian all bad now but as long as you getting that paper you good."
5049,3,0,3,0,1,@The1DScoop Im omy to the movie right now and I'm literally gonna slap a bitch if they scream or some shit.
5050,3,0,1,2,2,@TheAngryAfrican @Kiyxni i don't think he can beat Mayweather but he's far from trash. Unlike Floyd he actually put Maidana down.
5051,3,0,0,3,2,"@TheBikeman99 My father was born in Nanticoke and attended Lehigh. I'm a CT Yankee, but love the Pennsylvania Dutch cooking :-)"
5052,3,0,3,0,1,@TheBlackTicTac Call me bitch again and see if I don't slap the sexy out of your mom and have Justin Timberlake bring it back.
5053,3,0,1,2,2,"@TheBlondeBetch WHOA sorry for the spell check error, its not ho it was hey so sorry"
5055,3,0,3,0,1,@TheBovee @Mr_Astonishing we outchea bitch
5056,3,1,2,0,1,@TheBovee CSGO bitch.
5057,3,0,3,0,1,"@TheCheekyD_ Hi :) Yeah, trolls are annoying but don't concern yourself with them. They're all twats &amp; have no life lol. Just ignore them. x"
5058,3,2,1,0,0,@TheChicagoBaker @stopbeingfamous @RaniaKhalek do birds have a 72% out of wedlock rate? is it white fathers that are running away?
5059,3,0,0,3,2,"@TheClaireBear36 Don't like to trash talking either way. But to be fair, that's just on Twitter. I'm having a ball on texts."
5060,3,0,3,0,1,@TheDailyShow well then with all further ado get da fock out ya lil bitch
5061,3,0,3,0,1,@TheDevonClarke @nick_scott25 faggot scoon you wanna ball?
5063,3,1,2,0,1,@TheEllenShow stfu trash
5064,3,0,3,0,1,@TheErniie @DesignsWithSoul pull the trigger bitch
5065,3,2,1,0,0,@TheErniie You're a little bitch.
5066,3,0,0,3,2,@TheGamecubeGuy I liked the day a bird got in your classroom.
5067,3,0,0,3,2,@TheGamecubeGuy any more birds in school?
5068,6,0,0,6,2,@TheIronPony You rebel. Next you'll be ripping mattress tags off. It's a slippery slope.
5069,3,0,3,0,1,@TheIslamHeretic @WarMachine_83 @BasimaFaysal @MariamVeiszadeh cause it would their tip hand instead they whine like little bitches=&gt;
5070,3,1,2,0,1,@TheJadedNYer nope! btw you's a hoe lol
5071,3,0,1,2,2,"@TheJadedNYer oh, well turns out that baby aint mine! *does jig*"
5072,3,0,3,0,1,"@TheJadedNYer yesterday twitter was telling them same dudes that 30+ pussy was the best, so have faith!"
5073,3,1,2,0,1,@TheJoelBerggren have you looked yourself? This is funny. This is like Obama saying he is good for the economy. Hipster faggot. Funny though
5074,3,1,2,0,1,@TheJustinnn @toddkincannon @realbrother0003 He's a pussy
5075,3,0,3,0,1,@TheKinzieWells @chansdav all 3 :) haha. Because I'm #thinkingofyou and your #dirtylove sexxy bitch!!
5076,3,3,0,0,0,"@TheKushZombie Aww y u so mad tho, a successful man LMFAO, hut hugging as faggot."
5077,6,0,6,0,1,@TheLadyGamer if you gotta shout u a bad bitch... u ain't a bad bitch &#128524;
5078,3,0,0,3,2,@TheLittleFella_ @OLE_VertyBstard @thereal_EMandM @Justinrogo01 boooooooo that was trash
5079,3,0,0,3,2,@TheLittleFella_ do yourself a favor and ball that up and throw in the trash.
5080,3,1,2,0,1,@TheLovely_CC whatever lol my tan line is retarded. Lol was that other tweet a subtweet
5081,3,0,3,0,1,"@TheMattAnderson you real quiet son, made Charlie is shit and steelers too? Loser."
5082,3,0,0,3,2,@TheMayorMatt @Frizzle18 I like where ur domes at #smart
5083,3,0,1,2,2,@TheMayorMatt has to be #live version ! #pulledpork #clams #babyjesus #lilsmokey
5084,3,0,3,0,1,"@TheMayorMatt pitch, chip and slide ur dick in tight clam #22 love it #mywife"
5085,3,0,1,2,2,@TheMayorMatt the early bearded man gets the clam ? #herkfacts
5086,3,0,3,0,1,@TheMilkMan57 @wyattnuckels @grizzboadams haha the little shit talkier brought his other bitch
5087,3,0,3,0,1,@TheMoeeee bitch go shoot some balls of paint. Ole hobby finding ass
5088,3,0,3,0,1,"@TheNitPickster LOL, AutoCorrect is a bitch, but voice recognition is much faster than typing."
5089,3,0,3,0,1,@TheNudesGod can fucking a fat bitch be considered a threesome ?
5090,3,0,3,0,1,"@TheOneMiss_Luu But if we loved again, I swear I'd love you right. Btw bitch you better not be googling these lyrics! Mine is from the &lt;3"
5091,3,0,3,0,1,@TheOneMiss_Luu This is true. That bitch has two accounts @PoniesForever7
5092,3,0,3,0,1,"@TheOneMiss_Luu i also like flip a bitch, which is gabbys. #QualityWords"
5093,3,0,3,0,1,"@TheOneMiss_Luu i know, hoe."
5094,3,0,3,0,1,@TheOneMiss_Luu no he's an asshole &amp; is like I have neck problems &amp; can't sleep that way &#128544; u lil bitch
5095,3,0,3,0,1,@TheOnlyBDavey them bitches uggo as fuck too
5096,3,0,3,0,1,"@TheOnlyReed you a hoe ass savage, this shit brings up memories so cook on my g."
5097,3,0,3,0,1,"@TheREALJB1RD @Mightymorph Big birds, big peckers.... They always mad cause they only get laid once and that's by their mother."
5098,3,0,0,3,2,"@TheREALJB1RD @winchstrracin @wyatt11w Maybe he can call Hootie back up, he don't answer me anymore but still have crows."
5099,3,0,0,3,2,@TheREALJB1RD Gotta get my superbowl shirt at the cleaners then we hitting the big bird.
5100,3,1,2,0,1,@TheREALJB1RD Now beaners drive em.
5101,3,0,3,0,1,"@TheREALJB1RD They best not fuss about this basement, bitch is like a skating rink. http://t.co/8Fk8LGxAND"
5102,3,2,1,0,0,@TheRealCVL and @CoryHolmes24 are faggots. Kbye.
5103,3,1,2,0,1,@TheRealCortlan All the thirsty hoes. Lol
5104,3,0,2,1,1,@TheRealDiamondJ I'm the type to put that bitch in a river so you can gtf out my locations lol
5105,3,2,1,0,0,"@TheRealJRSmith And its people like you that give us all a bad name, you are a disgusting piece of shit of a person a nigger is what you are"
5106,3,0,3,0,1,@TheRealJohn_Doe dude fucking mono sucks and my bed is trash
5107,3,0,3,0,1,@TheRealJohn_Doe thats nate dumbass we all just mock him
5108,3,0,3,0,1,@TheRealKevinMcB Sauerkraut Saul is a punk ass bitch
5109,3,0,2,1,1,@TheRealOweifie You do it to us so payback is a bitch. hahaha &lt;3 happy valentines day though.
5110,3,1,2,0,1,@TheRealOweifie good one you fucking bitch ass
5111,3,0,3,0,1,"@TheRealSaigon What are you gonna do? I'ma chase you out the club, like mobb deep did to you, pussy."
5112,3,0,2,1,1,@TheRealSaigon that explains you cause all you do is bitch and whine.
5113,3,1,2,0,1,"@TheRealTahiry lmao, your just a dumb hoe that budden made popular, please stop, your irrelevant and no one cares about you slut."
5114,3,0,3,0,1,@TheRealaaw &#128514;&#128514;&#128514;&#128514; pot of gold ass nigguh
5115,3,0,3,0,1,@TheRevAl you are not a cat.you are a pussy! black bored kid kills a cop by starting a fire.WHERE IS THE OUTRAGE YOU PHONY?!?!?!? @FNTheFive
5116,3,0,0,3,2,"@TheRyanAdams word, bird"
5117,3,0,3,0,1,"@TheSeanyV I think you should reconsider he's a little bitch to the one true God almighty Cthulhu...please for your soul, Seany."
